ant -f "C:\\Users\\Brendan Burns\\Documents\\GitHub\\MachineLearnGroup\\Clustering" -Dnb.internal.action.name=run run
init:
Deleting: C:\Users\Brendan Burns\Documents\GitHub\MachineLearnGroup\Clustering\build\built-jar.properties
deps-jar:
Updating property file: C:\Users\Brendan Burns\Documents\GitHub\MachineLearnGroup\Clustering\build\built-jar.properties
compile:
run:
Relation: data_banknote_authentication
File: banknote
Number examples: 1372
Number of attributes: 4 (Oops, it looked like 5 on UCI but they count the class)
Alg: DB_Scan
Length of dataFile 4
13.68 1.83 2.36 17.2 104.0 2.42 2.69 0.42 1.97 3.84 1.23 2.87 990.0 
13.28 1.64 2.84 15.5 110.0 2.6 2.68 0.34 1.36 4.6 1.09 2.78 880.0 
14.06 1.63 2.28 16.0 126.0 3.0 3.17 0.24 2.1 5.65 1.09 3.71 780.0 
13.24 2.59 2.87 21.0 118.0 2.8 2.69 0.39 1.82 4.32 1.04 2.93 735.0 
14.22 1.7 2.3 16.3 118.0 3.2 3.0 0.26 2.03 6.38 0.94 3.31 970.0 
11.76 2.68 2.92 20.0 103.0 1.75 2.03 0.6 1.05 3.8 1.23 2.5 607.0 
13.49 3.59 2.19 19.5 88.0 1.62 0.48 0.58 0.88 5.7 0.81 1.82 580.0 
14.19 1.59 2.48 16.5 108.0 3.3 3.93 0.32 1.86 8.7 1.23 2.82 1680.0 
12.72 1.81 2.2 18.8 86.0 2.2 2.53 0.26 1.77 3.9 1.16 3.14 714.0 
12.52 2.43 2.17 21.0 88.0 2.55 2.27 0.26 1.22 2.0 0.9 2.78 325.0 
13.05 1.65 2.55 18.0 98.0 2.45 2.43 0.29 1.44 4.25 1.12 2.51 1105.0 
14.2 1.76 2.45 15.2 112.0 3.27 3.39 0.34 1.97 6.75 1.05 2.85 1450.0 
12.25 4.72 2.54 21.0 89.0 1.38 0.47 0.53 0.8 3.85 0.75 1.27 720.0 
13.58 2.58 2.69 24.5 105.0 1.55 0.84 0.39 1.54 8.66 0.74 1.8 750.0 
13.05 1.77 2.1 17.0 107.0 3.0 3.0 0.28 2.03 5.04 0.88 3.35 885.0 
13.16 3.57 2.15 21.0 102.0 1.5 0.55 0.43 1.3 4.0 0.6 1.68 830.0 
13.36 2.56 2.35 20.0 89.0 1.4 0.5 0.37 0.64 5.6 0.7 2.47 780.0 
11.56 2.05 3.23 28.5 119.0 3.18 5.08 0.47 1.87 6.0 0.93 3.69 465.0 
13.5 3.12 2.62 24.0 123.0 1.4 1.57 0.22 1.25 8.6 0.59 1.3 500.0 
12.29 2.83 2.22 18.0 88.0 2.45 2.25 0.25 1.99 2.15 1.15 3.3 290.0 
12.79 2.67 2.48 22.0 112.0 1.48 1.36 0.24 1.26 10.8 0.48 1.47 480.0 
12.93 2.81 2.7 21.0 96.0 1.54 0.5 0.53 0.75 4.6 0.77 2.31 600.0 
12.45 3.03 2.64 27.0 97.0 1.9 0.58 0.63 1.14 7.5 0.67 1.73 880.0 
13.17 2.59 2.37 20.0 120.0 1.65 0.68 0.53 1.46 9.3 0.6 1.62 840.0 
13.9 1.68 2.12 16.0 101.0 3.1 3.39 0.21 2.14 6.1 0.91 3.33 985.0 
13.63 1.81 2.7 17.2 112.0 2.85 2.91 0.3 1.46 7.3 1.28 2.88 1310.0 
13.17 5.19 2.32 22.0 93.0 1.74 0.63 0.61 1.55 7.9 0.6 1.48 725.0 
12.47 1.52 2.2 19.0 162.0 2.5 2.27 0.32 3.28 2.6 1.16 2.63 937.0 
13.45 3.7 2.6 23.0 111.0 1.7 0.92 0.43 1.46 10.68 0.85 1.56 695.0 
12.25 3.88 2.2 18.5 112.0 1.38 0.78 0.29 1.14 8.21 0.65 2.0 855.0 
11.84 2.89 2.23 18.0 112.0 1.72 1.32 0.43 0.95 2.65 0.96 2.52 500.0 
Total Error is 111541.52578620003
Relation: userKnowledgeModeling
File: userKnowledgeModeling
Number examples: 258
Number of attributes: 5
Alg: DB_Scan
Length of dataFile 5
Minimum number of points 3
Cluster # 1 
0.15 0.32 0.05 0.27 0.29 
0.49 0.64 0.34 0.78 0.21 
0.5 0.4 0.73 0.62 0.2 
0.39 0.26 0.39 0.77 0.14 
0.33 0.27 0.2 0.33 0.1 
0.32 0.27 0.52 0.81 0.3 
0.43 0.45 0.27 0.27 0.89 
0.43 0.305 0.51 0.09 0.64 
0.43 0.38 0.62 0.33 0.49 
0.32 0.255 0.55 0.78 0.34 
0.68 0.27 0.78 0.31 0.57 
0.12 0.12 0.75 0.35 0.8 
0.305 0.255 0.63 0.4 0.54 
0.1 0.1 0.7 0.15 0.9 
0.06 0.35 0.12 0.43 0.29 
0.06 0.29 0.35 0.76 0.25 
0.251 0.265 0.57 0.6 0.09 
0.42 0.15 0.66 0.78 0.4 
0.12 0.28 0.2 0.78 0.2 
0.1 0.1 0.43 0.29 0.56 
0.18 0.18 0.55 0.3 0.81 
0.18 0.31 0.32 0.42 0.28 
0.35 0.38 0.32 0.6 0.16 
0.12 0.245 0.75 0.31 0.59 
0.3 0.27 0.31 0.31 0.54 
0.18 0.33 0.61 0.64 0.25 
0.465 0.258 0.73 0.18 0.59 
0.06 0.5 0.09 0.28 0.25 
0.38 0.1 0.4 0.48 0.26 
0.18 0.3 0.37 0.12 0.66 
0.1 0.42 0.22 0.72 0.26 
0.2 0.14 0.35 0.72 0.25 
0.58 0.299 0.73 0.63 0.21 
0.255 0.18 0.5 0.4 0.1 
0.02 0.33 0.36 0.76 0.1 
0.09 0.3 0.68 0.18 0.85 
0.295 0.25 0.73 0.77 0.19 
0.325 0.25 0.38 0.31 0.79 
0.28 0.16 0.69 0.33 0.78 
0.323 0.32 0.89 0.32 0.8 
0.4 0.33 0.12 0.3 0.9 
0.41 0.49 0.34 0.21 0.92 
0.27 0.12 0.37 0.29 0.58 
0.28 0.1 0.12 0.28 0.32 
0.245 0.26 0.38 0.49 0.27 
0.26 0.28 0.6 0.29 0.59 
0.62 0.62 0.24 0.65 0.25 
0.62 0.37 0.81 0.13 0.64 
0.3 0.08 0.4 0.02 0.67 
0.258 0.28 0.64 0.29 0.56 
0.32 0.2 0.06 0.26 0.24 
0.1 0.256 0.7 0.76 0.16 
0.29 0.15 0.33 0.66 0.08 
0.258 0.25 0.295 0.33 0.77 
0.3 0.2 0.52 0.3 0.53 
0.28 0.65 0.4 0.65 0.13 
0.4 0.18 0.26 0.26 0.67 
0.31 0.1 0.41 0.42 0.75 
0.52 0.44 0.82 0.3 0.52 
0.25 0.29 0.15 0.48 0.26 
0.09 0.33 0.31 0.26 0.0 
0.29 0.3 0.56 0.25 0.67 
0.243 0.27 0.08 0.42 0.29 
0.295 0.25 0.26 0.12 0.67 
0.329 0.55 0.02 0.4 0.79 
0.295 0.29 0.31 0.76 0.1 
0.1 0.25 0.1 0.08 0.33 
0.27 0.31 0.32 0.41 0.28 
0.299 0.32 0.31 0.33 0.87 
0.09 0.15 0.4 0.1 0.66 
0.2 0.2 0.7 0.3 0.6 
0.345 0.299 0.1 0.64 0.13 
0.54 0.51 0.55 0.64 0.19 
0.37 0.06 0.32 0.78 0.1 
0.445 0.39 0.02 0.24 0.88 
0.1 0.39 0.75 0.31 0.62 
0.365 0.243 0.19 0.24 0.35 
0.44 0.08 0.8 0.22 0.56 
0.2 0.29 0.25 0.49 0.56 
0.41 0.09 0.58 0.18 0.58 
0.46 0.44 0.89 0.12 0.66 
0.19 0.38 0.38 0.49 0.45 
0.365 0.57 0.59 0.55 0.25 
0.44 0.32 0.55 0.33 0.52 
0.41 0.18 0.33 0.31 0.5 
0.45 0.299 0.63 0.36 0.51 
0.34 0.4 0.38 0.2 0.61 
0.32 0.12 0.79 0.76 0.24 
0.315 0.32 0.29 0.29 0.62 
0.4 0.12 0.41 0.1 0.65 
0.33 0.34 0.1 0.49 0.12 
0.348 0.329 0.83 0.61 0.18 
0.523 0.41 0.55 0.6 0.22 
0.475 0.32 0.79 0.31 0.54 
0.51 0.4 0.4 0.59 0.23 
0.255 0.75 0.35 0.72 0.25 
0.29 0.3 0.52 0.09 0.67 
0.334 0.295 0.33 0.32 0.3 
0.265 0.6 0.28 0.66 0.07 
0.27 0.28 0.18 0.48 0.26 
0.15 0.275 0.8 0.21 0.81 
0.33 0.04 0.5 0.55 0.1 
0.17 0.36 0.8 0.14 0.66 
0.15 0.295 0.75 0.65 0.24 
0.51 0.255 0.55 0.17 0.64 
0.36 0.29 0.37 0.48 0.13 
0.79 0.28 0.88 0.2 0.66 
0.78 0.15 0.38 0.18 0.63 
0.7 0.18 0.88 0.09 0.66 
0.29 0.25 0.29 0.29 0.57 
0.385 0.26 0.76 0.84 0.3 
0.39 0.42 0.83 0.65 0.19 
0.248 0.3 0.31 0.2 0.03 
0.52 0.288 0.32 0.5 0.3 
0.13 0.39 0.85 0.38 0.77 
0.29 0.29 0.4 0.78 0.18 
0.73 0.43 0.32 0.12 0.65 
0.4 0.42 0.58 0.75 0.16 
0.72 0.32 0.48 0.2 0.6 
0.66 0.38 0.55 0.15 0.62 
0.61 0.258 0.56 0.62 0.24 
0.255 0.305 0.86 0.62 0.15 
0.44 0.55 0.11 0.26 0.83 
0.1 0.27 0.31 0.29 0.65 
0.2 0.45 0.28 0.31 0.78 
0.38 0.59 0.31 0.62 0.2 
0.299 0.295 0.8 0.37 0.84 
Cluster # 2 
0.288 0.31 0.79 0.23 0.24 
0.258 0.31 0.88 0.4 0.3 
0.39 0.15 0.81 0.22 0.29 
0.275 0.1 0.72 0.1 0.3 
0.245 0.1 0.71 0.26 0.2 
0.295 0.2 0.86 0.44 0.28 
0.276 0.255 0.81 0.27 0.33 
0.38 0.39 0.79 0.33 0.3 
Cluster # 3 
0.295 0.59 0.29 0.31 0.55 
0.46 0.64 0.22 0.22 0.6 
0.18 0.72 0.37 0.29 0.55 
0.28 0.78 0.44 0.17 0.66 
0.71 0.475 0.13 0.23 0.59 
0.64 0.55 0.15 0.18 0.63 
Cluster # 4 
0.14 0.49 0.55 0.29 0.6 
0.2 0.49 0.6 0.2 0.78 
0.09 0.6 0.66 0.19 0.59 
0.18 0.51 0.58 0.33 0.82 
0.325 0.61 0.46 0.32 0.81 
0.06 0.77 0.72 0.19 0.56 
Cluster # 5 
0.6 0.251 0.39 0.29 0.3 
0.58 0.295 0.62 0.28 0.3 
0.55 0.1 0.27 0.25 0.29 
0.61 0.33 0.36 0.28 0.28 
0.58 0.35 0.51 0.27 0.3 
Noise Tuples  
0.23 0.7 0.19 0.51 0.45 
0.255 0.72 0.72 0.63 0.14 
0.49 0.9 0.52 0.9 0.47 
0.54 0.82 0.71 0.29 0.77 
0.08 0.58 0.6 0.64 0.1 
0.52 0.85 0.06 0.27 0.25 
0.315 0.69 0.28 0.8 0.7 
0.8 0.29 0.06 0.31 0.51 
0.06 0.06 0.51 0.41 0.3 
0.3 0.85 0.54 0.25 0.83 
0.0 0.0 0.5 0.2 0.85 
0.73 0.2 0.07 0.72 0.26 
0.18 0.32 0.04 0.19 0.82 
0.06 0.06 0.05 0.25 0.33 
0.75 0.015 0.78 0.31 0.53 
0.37 0.6 0.77 0.4 0.5 
0.15 0.02 0.34 0.4 0.01 
0.05 0.07 0.7 0.01 0.05 
0.1 0.6 0.33 0.42 0.26 
0.58 0.58 0.31 0.29 0.29 
0.9 0.26 0.19 0.58 0.79 
0.76 0.258 0.07 0.83 0.34 
0.18 0.4 0.32 0.08 0.33 
0.62 0.14 0.52 0.81 0.15 
0.08 0.325 0.62 0.94 0.56 
0.1 0.1 0.15 0.65 0.3 
0.72 0.6 0.45 0.79 0.45 
0.2 0.68 0.73 0.48 0.28 
0.15 0.79 0.78 0.3 0.51 
0.09 0.55 0.12 0.78 0.05 
0.49 0.245 0.38 0.14 0.86 
0.37 0.55 0.41 0.29 0.3 
0.91 0.58 0.26 0.89 0.88 
0.09 0.61 0.53 0.75 0.01 
0.56 0.6 0.6 0.31 0.5 
0.265 0.06 0.57 0.75 0.1 
0.2 0.52 0.36 0.84 0.25 
0.09 0.255 0.6 0.45 0.25 
0.55 0.1 0.34 0.3 0.1 
0.08 0.08 0.08 0.98 0.24 
0.08 0.08 0.1 0.24 0.9 
0.99 0.49 0.07 0.7 0.69 
0.25 0.1 0.03 0.09 0.15 
0.44 0.69 0.61 0.29 0.57 
0.295 0.6 0.72 0.88 0.28 
0.0 0.0 0.0 0.0 0.0 
0.29 0.06 0.19 0.55 0.51 
0.88 0.335 0.19 0.55 0.78 
0.09 0.51 0.02 0.18 0.67 
0.61 0.78 0.69 0.92 0.58 
0.365 0.68 0.1 0.63 0.18 
0.04 0.28 0.55 0.25 0.1 
0.285 0.64 0.18 0.61 0.45 
0.48 0.12 0.28 0.7 0.71 
0.305 0.55 0.5 0.11 0.333 
0.85 0.05 0.91 0.8 0.68 
0.78 0.27 0.13 0.14 0.62 
0.39 0.05 0.02 0.06 0.34 
0.299 0.7 0.95 0.22 0.66 
0.38 0.01 0.53 0.27 0.3 
0.45 0.04 0.18 0.55 0.07 
0.48 0.3 0.15 0.65 0.77 
0.18 0.34 0.71 0.71 0.9 
0.78 0.61 0.71 0.19 0.6 
0.312 0.8 0.67 0.92 0.5 
0.24 0.58 0.76 0.8 0.28 
0.46 0.2 0.76 0.95 0.65 
0.69 0.02 0.62 0.3 0.29 
0.42 0.21 0.87 0.56 0.48 
0.24 0.75 0.32 0.18 0.86 
0.32 0.28 0.72 0.89 0.58 
0.27 0.1 0.1 0.7 0.25 
0.45 0.65 0.19 0.99 0.55 
0.55 0.17 0.71 0.48 0.11 
0.46 0.78 0.38 0.24 0.89 
0.44 0.33 0.59 0.53 0.85 
0.49 0.34 0.88 0.75 0.71 
0.115 0.35 0.65 0.27 0.04 
0.68 0.19 0.19 0.48 0.1 
0.4 0.61 0.71 0.88 0.67 
0.58 0.348 0.06 0.29 0.31 
0.59 0.18 0.31 0.55 0.09 
0.78 0.21 0.68 0.65 0.75 
0.495 0.82 0.67 0.01 0.93 
0.6 0.31 0.31 0.87 0.58 
0.42 0.36 0.63 0.04 0.25 
0.6 0.14 0.22 0.11 0.66 
0.42 0.7 0.72 0.3 0.8 
0.1 0.1 0.52 0.78 0.34 
0.38 0.36 0.46 0.49 0.78 
0.89 0.68 0.49 0.65 0.9 
0.445 0.7 0.82 0.16 0.64 
0.325 0.9 0.52 0.49 0.76 
0.77 0.29 0.74 0.82 0.68 
0.77 0.267 0.59 0.78 0.28 
0.64 0.09 0.33 0.65 0.5 
0.83 0.44 0.49 0.91 0.66 
0.6 0.19 0.55 0.08 0.1 
0.66 0.36 0.56 0.4 0.83 
0.5 0.75 0.81 0.61 0.26 
0.265 0.76 0.8 0.28 0.28 
0.62 0.67 0.39 0.1 0.66 
0.68 0.63 0.65 0.09 0.66 
0.71 0.46 0.95 0.78 0.86 
0.66 0.9 0.76 0.87 0.74 
0.495 0.276 0.58 0.77 0.83 
Total Error is 276.18077900000014
Relation: iris
File: iris
Number examples: 150
Number of attributes: 4 (Oops, it looked like 5 on UCI but they count the class)
Alg: DB_Scan
Length of dataFile 4
Minimum number of points 3
Cluster # 1 
7.7 3.0 6.1 2.3 
5.6 2.8 4.9 2.0 
7.3 2.9 6.3 1.8 
6.5 3.0 5.2 2.0 
5.7 2.6 3.5 1.0 
6.4 3.2 5.3 2.3 
6.4 2.7 5.3 1.9 
7.9 3.8 6.4 2.0 
5.7 2.8 4.5 1.3 
6.1 2.9 4.7 1.4 
6.9 3.1 5.1 2.3 
6.9 3.2 5.7 2.3 
5.7 2.8 4.1 1.3 
6.7 3.0 5.2 2.3 
6.3 2.5 4.9 1.5 
6.7 3.0 5.0 1.7 
6.4 2.8 5.6 2.2 
6.3 2.9 5.6 1.8 
5.8 2.7 5.1 1.9 
7.1 3.0 5.9 2.1 
6.7 3.3 5.7 2.5 
6.5 2.8 4.6 1.5 
6.9 3.1 5.4 2.1 
7.6 3.0 6.6 2.1 
6.3 2.5 5.0 1.9 
5.6 3.0 4.5 1.5 
5.5 2.5 4.0 1.3 
5.5 2.4 3.8 1.1 
6.6 2.9 4.6 1.3 
6.6 3.0 4.4 1.4 
6.4 3.1 5.5 1.8 
6.8 3.2 5.9 2.3 
6.3 3.3 4.7 1.6 
6.9 3.1 4.9 1.5 
6.4 2.8 5.6 2.1 
6.1 3.0 4.6 1.4 
6.4 3.2 4.5 1.5 
5.7 3.0 4.2 1.2 
6.7 3.3 5.7 2.1 
7.0 3.2 4.7 1.4 
4.9 2.4 3.3 1.0 
6.1 2.8 4.7 1.2 
6.3 3.3 6.0 2.5 
6.4 2.9 4.3 1.3 
5.6 2.9 3.6 1.3 
5.5 2.4 3.7 1.0 
5.6 2.5 3.9 1.1 
5.0 2.0 3.5 1.0 
5.6 3.0 4.1 1.3 
6.0 3.4 4.5 1.6 
5.4 3.0 4.5 1.5 
6.0 2.2 5.0 1.5 
6.5 3.2 5.1 2.0 
6.3 2.3 4.4 1.3 
5.8 2.6 4.0 1.2 
5.8 2.8 5.1 2.4 
5.5 2.6 4.4 1.2 
5.7 2.9 4.2 1.3 
6.0 2.9 4.5 1.5 
5.1 2.5 3.0 1.1 
7.2 3.6 6.1 2.5 
6.0 2.2 4.0 1.0 
5.5 2.3 4.0 1.3 
6.2 2.2 4.5 1.5 
6.7 3.1 4.7 1.5 
6.0 2.7 5.1 1.6 
5.9 3.0 4.2 1.5 
5.2 2.7 3.9 1.4 
6.7 2.5 5.8 1.8 
6.7 3.1 5.6 2.4 
5.8 2.7 3.9 1.2 
6.5 3.0 5.8 2.2 
7.7 3.8 6.7 2.2 
5.9 3.2 4.8 1.8 
5.7 2.5 5.0 2.0 
5.0 2.3 3.3 1.0 
7.7 2.8 6.7 2.0 
7.7 2.6 6.9 2.3 
6.7 3.1 4.4 1.4 
7.2 3.2 6.0 1.8 
5.6 2.7 4.2 1.3 
4.9 2.5 4.5 1.7 
6.3 2.7 4.9 1.8 
6.2 2.8 4.8 1.8 
6.8 3.0 5.5 2.1 
7.2 3.0 5.8 1.6 
6.2 3.4 5.4 2.3 
7.4 2.8 6.1 1.9 
6.1 3.0 4.9 1.8 
6.1 2.8 4.0 1.3 
6.3 3.4 5.6 2.4 
5.8 2.7 4.1 1.0 
6.1 2.6 5.6 1.4 
6.0 3.0 4.8 1.8 
6.5 3.0 5.5 1.8 
5.8 2.7 5.1 1.9 
6.2 2.9 4.3 1.3 
6.8 2.8 4.8 1.4 
6.3 2.8 5.1 1.5 
5.9 3.0 5.1 1.8 
Cluster # 2 
4.8 3.4 1.6 0.2 
5.1 3.7 1.5 0.4 
5.0 3.2 1.2 0.2 
4.8 3.0 1.4 0.1 
5.5 4.2 1.4 0.2 
4.4 3.2 1.3 0.2 
5.4 3.9 1.7 0.4 
5.4 3.4 1.7 0.2 
4.6 3.1 1.5 0.2 
5.1 3.5 1.4 0.2 
5.1 3.4 1.5 0.2 
5.0 3.4 1.5 0.2 
5.0 3.0 1.6 0.2 
5.8 4.0 1.2 0.2 
4.6 3.6 1.0 0.2 
5.0 3.5 1.3 0.3 
5.7 3.8 1.7 0.3 
5.4 3.7 1.5 0.2 
5.4 3.4 1.5 0.4 
4.7 3.2 1.6 0.2 
4.8 3.4 1.9 0.2 
4.5 2.3 1.3 0.3 
4.4 3.0 1.3 0.2 
4.9 3.1 1.5 0.1 
5.1 3.8 1.6 0.2 
4.8 3.1 1.6 0.2 
5.1 3.5 1.4 0.3 
4.6 3.4 1.4 0.3 
4.6 3.2 1.4 0.2 
5.2 3.5 1.5 0.2 
5.3 3.7 1.5 0.2 
5.0 3.4 1.6 0.4 
4.9 3.1 1.5 0.1 
4.3 3.0 1.1 0.1 
5.1 3.3 1.7 0.5 
5.5 3.5 1.3 0.2 
4.7 3.2 1.3 0.2 
5.0 3.6 1.4 0.2 
5.0 3.5 1.6 0.6 
4.4 2.9 1.4 0.2 
4.8 3.0 1.4 0.3 
5.2 4.1 1.5 0.1 
5.2 3.4 1.4 0.2 
5.1 3.8 1.9 0.4 
5.7 4.4 1.5 0.4 
4.9 3.1 1.5 0.1 
5.4 3.9 1.3 0.4 
5.1 3.8 1.5 0.3 
4.9 3.0 1.4 0.2 
5.0 3.3 1.4 0.2 
Total Error is 641.1999999999988
Relation: cmc
File: cmc
Number examples: 1473
Number of attributes: 9
Alg: DB_Scan
Length of dataFile 9
Minimum number of points 5
Cluster # 1 
23.0 4.0 4.0 1.0 1.0 1.0 3.0 4.0 0.0 
22.0 4.0 4.0 0.0 1.0 1.0 2.0 4.0 0.0 
25.0 2.0 4.0 3.0 1.0 1.0 3.0 2.0 0.0 
39.0 4.0 4.0 3.0 0.0 0.0 1.0 4.0 0.0 
26.0 3.0 4.0 2.0 1.0 1.0 3.0 3.0 0.0 
33.0 4.0 4.0 5.0 1.0 1.0 3.0 3.0 0.0 
35.0 4.0 3.0 2.0 0.0 1.0 3.0 4.0 0.0 
28.0 2.0 3.0 3.0 1.0 1.0 3.0 4.0 0.0 
25.0 4.0 4.0 1.0 1.0 1.0 1.0 4.0 0.0 
20.0 3.0 4.0 1.0 1.0 1.0 3.0 2.0 0.0 
28.0 4.0 4.0 2.0 0.0 1.0 1.0 4.0 0.0 
25.0 4.0 4.0 2.0 1.0 1.0 1.0 3.0 0.0 
47.0 4.0 4.0 4.0 1.0 0.0 1.0 4.0 0.0 
36.0 4.0 4.0 3.0 0.0 1.0 2.0 4.0 0.0 
27.0 4.0 4.0 3.0 1.0 1.0 1.0 4.0 0.0 
24.0 4.0 4.0 1.0 1.0 1.0 2.0 2.0 0.0 
26.0 3.0 4.0 3.0 1.0 1.0 3.0 4.0 0.0 
38.0 4.0 4.0 3.0 1.0 0.0 1.0 4.0 0.0 
44.0 4.0 4.0 5.0 1.0 0.0 1.0 4.0 0.0 
38.0 4.0 4.0 1.0 1.0 0.0 1.0 4.0 0.0 
35.0 4.0 4.0 5.0 1.0 1.0 1.0 4.0 0.0 
34.0 4.0 4.0 2.0 0.0 1.0 1.0 4.0 0.0 
31.0 4.0 4.0 1.0 1.0 1.0 1.0 4.0 0.0 
27.0 4.0 4.0 2.0 1.0 0.0 1.0 3.0 0.0 
35.0 4.0 4.0 4.0 1.0 1.0 1.0 4.0 0.0 
38.0 4.0 4.0 4.0 1.0 0.0 1.0 4.0 0.0 
29.0 4.0 4.0 1.0 1.0 1.0 1.0 3.0 0.0 
22.0 2.0 4.0 1.0 1.0 1.0 2.0 4.0 0.0 
22.0 4.0 4.0 0.0 1.0 1.0 1.0 4.0 0.0 
26.0 4.0 4.0 1.0 0.0 0.0 2.0 4.0 0.0 
24.0 4.0 4.0 1.0 1.0 1.0 1.0 3.0 0.0 
28.0 4.0 4.0 1.0 0.0 1.0 2.0 4.0 0.0 
28.0 4.0 4.0 3.0 0.0 1.0 1.0 4.0 0.0 
26.0 4.0 4.0 1.0 1.0 1.0 1.0 4.0 0.0 
37.0 4.0 4.0 3.0 1.0 1.0 3.0 4.0 0.0 
38.0 4.0 4.0 2.0 1.0 1.0 1.0 4.0 0.0 
22.0 4.0 4.0 1.0 1.0 1.0 2.0 4.0 0.0 
26.0 4.0 4.0 2.0 1.0 0.0 1.0 4.0 0.0 
24.0 2.0 4.0 2.0 1.0 1.0 3.0 4.0 0.0 
34.0 4.0 4.0 2.0 1.0 0.0 1.0 3.0 0.0 
21.0 4.0 4.0 1.0 1.0 1.0 1.0 4.0 0.0 
43.0 4.0 4.0 5.0 1.0 1.0 1.0 3.0 0.0 
22.0 4.0 4.0 1.0 1.0 1.0 1.0 3.0 0.0 
33.0 4.0 4.0 2.0 1.0 0.0 2.0 4.0 0.0 
44.0 4.0 4.0 3.0 1.0 1.0 2.0 4.0 0.0 
32.0 4.0 4.0 4.0 1.0 0.0 1.0 4.0 0.0 
30.0 4.0 4.0 0.0 1.0 0.0 1.0 4.0 0.0 
32.0 4.0 4.0 2.0 1.0 1.0 1.0 4.0 0.0 
24.0 4.0 4.0 1.0 1.0 1.0 2.0 3.0 0.0 
34.0 3.0 4.0 4.0 1.0 1.0 3.0 3.0 0.0 
23.0 4.0 4.0 2.0 1.0 1.0 2.0 4.0 0.0 
32.0 4.0 4.0 2.0 0.0 0.0 1.0 4.0 0.0 
22.0 3.0 3.0 3.0 1.0 1.0 3.0 3.0 0.0 
37.0 4.0 4.0 1.0 1.0 1.0 1.0 4.0 0.0 
24.0 4.0 4.0 1.0 1.0 1.0 3.0 2.0 0.0 
23.0 4.0 4.0 1.0 1.0 0.0 3.0 3.0 0.0 
37.0 4.0 4.0 4.0 0.0 1.0 2.0 4.0 0.0 
46.0 4.0 4.0 4.0 1.0 1.0 1.0 4.0 0.0 
26.0 4.0 4.0 1.0 1.0 1.0 1.0 3.0 0.0 
28.0 2.0 3.0 3.0 1.0 1.0 2.0 4.0 0.0 
24.0 3.0 3.0 2.0 1.0 1.0 3.0 3.0 0.0 
34.0 4.0 4.0 6.0 1.0 1.0 3.0 4.0 0.0 
32.0 4.0 4.0 4.0 1.0 1.0 2.0 4.0 0.0 
22.0 3.0 3.0 2.0 1.0 1.0 2.0 4.0 0.0 
32.0 4.0 4.0 2.0 0.0 0.0 1.0 4.0 0.0 
21.0 3.0 3.0 1.0 1.0 1.0 3.0 3.0 0.0 
26.0 4.0 4.0 0.0 1.0 0.0 1.0 4.0 0.0 
37.0 4.0 4.0 1.0 0.0 1.0 1.0 4.0 0.0 
26.0 3.0 4.0 2.0 1.0 1.0 3.0 3.0 0.0 
32.0 4.0 4.0 4.0 1.0 0.0 1.0 3.0 0.0 
25.0 4.0 4.0 2.0 1.0 1.0 2.0 4.0 0.0 
35.0 4.0 4.0 2.0 0.0 1.0 3.0 3.0 0.0 
34.0 4.0 4.0 5.0 1.0 1.0 3.0 4.0 0.0 
23.0 4.0 4.0 1.0 1.0 1.0 1.0 2.0 0.0 
25.0 4.0 4.0 1.0 1.0 1.0 1.0 4.0 0.0 
24.0 4.0 4.0 1.0 1.0 1.0 3.0 3.0 0.0 
33.0 4.0 4.0 5.0 1.0 1.0 2.0 4.0 0.0 
36.0 4.0 4.0 3.0 0.0 1.0 3.0 4.0 0.0 
22.0 3.0 4.0 1.0 1.0 1.0 3.0 3.0 0.0 
27.0 2.0 3.0 3.0 1.0 1.0 3.0 4.0 0.0 
32.0 4.0 4.0 1.0 1.0 0.0 1.0 3.0 0.0 
33.0 4.0 4.0 2.0 1.0 1.0 1.0 3.0 0.0 
36.0 4.0 4.0 4.0 1.0 1.0 1.0 4.0 0.0 
25.0 3.0 4.0 2.0 1.0 1.0 3.0 3.0 0.0 
26.0 4.0 4.0 4.0 1.0 1.0 3.0 4.0 0.0 
41.0 4.0 4.0 4.0 1.0 1.0 1.0 4.0 0.0 
42.0 4.0 4.0 3.0 1.0 1.0 1.0 4.0 0.0 
21.0 3.0 3.0 1.0 0.0 1.0 3.0 2.0 0.0 
35.0 4.0 4.0 3.0 1.0 1.0 1.0 4.0 0.0 
23.0 4.0 4.0 2.0 1.0 1.0 1.0 4.0 0.0 
43.0 4.0 4.0 2.0 1.0 1.0 1.0 4.0 0.0 
24.0 3.0 3.0 2.0 1.0 1.0 3.0 3.0 0.0 
33.0 4.0 4.0 5.0 1.0 1.0 3.0 3.0 0.0 
25.0 4.0 4.0 1.0 1.0 0.0 1.0 4.0 0.0 
22.0 3.0 3.0 0.0 1.0 1.0 2.0 2.0 0.0 
21.0 4.0 4.0 1.0 1.0 1.0 2.0 3.0 0.0 
29.0 4.0 4.0 2.0 1.0 1.0 1.0 4.0 0.0 
23.0 4.0 4.0 1.0 1.0 1.0 2.0 3.0 0.0 
26.0 4.0 4.0 1.0 1.0 0.0 2.0 3.0 0.0 
25.0 4.0 4.0 1.0 1.0 1.0 1.0 3.0 0.0 
26.0 3.0 3.0 3.0 1.0 1.0 3.0 3.0 0.0 
